gid,srand,Primary,Secondary,Internal,Antisense
b2099,+,-1,[],[],[2178249]
b2100,+,-1,[],[2179995],[]
b2101,+,-1,[],[],[]
b2102,+,-1,[],[],[]
b2103,+,-1,[],[],[]
b2105,+,-1,[],[],[]
b2106,+,-1,[],[],[2183843]
b2108,+,-1,[],[],[]
b2109,+,-1,[],[],[]
b2112,+,-1,[],[],[]
b4499,+,-1,[],"[2195153, 2195261, 2195766, 2195780, 2196453]","[2195200, 2195427, 2195553, 2195874, 2196095, 2196232, 2196235, 2197733]"
b2118,+,-1,[],"[2198617, 2199037, 2199067, 2200003, 2200220, 2200596, 2201580]","[2199273, 2199365, 2199630, 2199658, 2200295, 2200923, 2201094, 2201921]"
b4541,+,-1,[],[],"[2201921, 2202359]"
b2120,+,-1,[],"[2204780, 2205007]","[2205408, 2205901]"
b2121,+,-1,[],[],"[2205901, 2206568]"
b2122,+,-1,[],[2208963],"[2207692, 2207961, 2209180]"
b2125,+,-1,[],[],[]
b2126,+,-1,[],[],[]
b2127,+,-1,[],[2212942],[2213668]
b2129,+,-1,[],[],[]
b2130,+,-1,[],[],[]
b2132,+,-1,[],[],[]
b2134,+,-1,[],[],[]
b2137,+,-1,[],[],[]
b2139,+,-1,[],[],[]
b2142,+,-1,[],"[2229215, 2229275, 2229688]","[2229203, 2229319]"
b2144,+,-1,[],"[2231031, 2231105, 2231157]","[2231057, 2231319]"
b2149,+,-1,[],[],[]
b2151,+,-1,[],[],[]
b2152,+,-1,[],[],[]
b2153,+,-1,[],[],[]
b2155,+,-1,[],[],[]
b2156,+,-1,[],[],[]
b2157,+,-1,[],[],[]
b2160,+,-1,[],"[2249881, 2249992, 2250700]",[]
b2161,+,-1,[],[],[]
b2162,+,-1,[],[],[]
b2164,+,-1,[],[],[]
b2165,+,-1,[],[],[]
b2168,+,-1,[],[],[]
b2169,+,-1,[],[],[]
b2171,+,-1,[],[2263983],"[2263482, 2263729, 2263965]"
b2177,+,-1,[],[2271062],"[2271145, 2271536]"
b2178,+,-1,[],"[2272694, 2273207]",[]
b2180,+,-1,[],"[2274602, 2275225, 2275573, 2275768]","[2274635, 2275798, 2275803]"
b2182,+,-1,[],[],[]
b2183,+,-1,[],[],[]
b2186,+,-1,[],[],[]
b2188,+,-1,[],[2283724],"[2282392, 2282822, 2283591, 2284034, 2284155]"
b2190,+,-1,[],[],[]
b2194,+,-1,[],[],[]
b2197,+,-1,[],[],[]
b2200,+,-1,[],[],[]
b2202,+,-1,[],[],[]
b2205,+,-1,[],[],[]
b2206,+,-1,[],[],[]
b4604,+,-1,[],[],"[2301596, 2301599, 2301779]"
b2209,+,-1,[],"[2302041, 2302323]",[2302342]
b2210,+,-1,[],[],[]
b2211,+,-1,[],[],[]
b2212,+,-1,[],[],[]
b2214,+,-1,[],[],[]
b2215,+,-1,[],[],[]
b2218,+,-1,[],[],[]
b2220,+,-1,[],"[2320380, 2321246]","[2319905, 2320657]"
b2222,+,-1,[],[],[2322400]
b2224,+,-1,[],"[2324608, 2325106]","[2324480, 2324518]"
b2225,+,-1,[],[],[]
b2226,+,-1,[],[],[]
b4500,+,-1,[],[],[]
b2230,+,-1,[],[],[]
b2231,+,-1,[],[],[]
b2233,+,-1,[],[],[]
b2235,+,-1,[],[],[2345581]
b2236,+,-1,[],[2346729],[]
b2239,+,-1,[],[],[]
b2242,+,-1,[],[2352683],[2353310]
b2243,+,-1,[],[2354471],"[2353697, 2354008]"
b2244,+,-1,[],"[2355574, 2355576]","[2355003, 2355399]"
b2247,+,-1,[],[],[]
b2248,+,-1,[],[],[]
b2249,+,-1,[],[],[]
b2252,+,-1,[],[],[]
b2254,+,-1,[],[],"[2365149, 2365850]"
b2255,+,-1,[],"[2366166, 2366308, 2367202, 2367682]","[2367395, 2367691]"
b2256,+,-1,[],[],[2368546]
b2257,+,-1,[],"[2370204, 2370292]",[]
b2258,+,-1,[],[2371119],[]
b2259,+,-1,[],[],[]
b2260,+,-1,[],[],[]
b2263,+,-1,[],[],[]
b2264,+,-1,[],[],[]
b2265,+,-1,[],[],[]
b2267,+,-1,[],[],[]
b2269,+,-1,[],[2381311],[]
b2270,+,-1,[],[],[]
b2271,+,-1,[],[],"[2384444, 2384568]"
b2274,+,-1,[],[2386794],[]
b2275,+,-1,[],"[2387143, 2387861]","[2387233, 2387902]"
b2276,+,-1,[],[],[]
b2278,+,-1,[],[],[]
b2279,+,-1,[],[],[]
b2280,+,-1,[],[],[]
b2281,+,-1,[],[],[]
b2285,+,-1,[],[],[]
b2286,+,-1,[],[],[]
b2287,+,-1,[],[],[]
b2288,+,-1,[],[],[]
b2289,+,-1,[],[],[]
b2292,+,-1,[],[],[]
b2293,+,-1,[],[],[]
b2294,+,-1,[],[],[]
b2295,+,-1,[],[],[]
b2299,+,-1,[],[],[]
b2300,+,-1,[],[],[]
b2301,+,-1,[],[],[]
b2305,+,-1,[],[],[]
b2306,+,-1,[],[],[]
b2307,+,-1,[],[],[]
b2308,+,-1,[],[],[]
b2311,+,-1,[],[],[]
b2312,+,-1,[],[],[]
b2315,+,-1,[],[],[]
b2317,+,-1,[],[],[]
b2320,+,-1,[],[],[]
b2322,+,-1,[],[],[]
b2323,+,-1,[],[],[]
b2325,+,-1,[],[],[]
b2326,+,-1,[],[],[]
b2327,+,-1,[],[],[]
b2328,+,-1,[],[],[]
b2330,+,-1,[],[],[]
b2331,+,-1,[],[2447170],[]
b2332,+,-1,[],[],[]
b2333,+,-1,[],[],[]
b4661,+,-1,[],[],[]
b2339,+,-1,[],[],[]
b2341,+,-1,[],[],[]
b2342,+,-1,[],[],[]
b2345,+,-1,[],"[2461051, 2461624]","[2461372, 2461468]"
b2349,+,-1,[],"[2465091, 2465329]","[2464607, 2464929, 2465280, 2465288]"
b2351,+,-1,[],[],"[2466232, 2466649, 2466939]"
b2352,+,-1,[],[],[2468111]
b2354,+,-1,[],[],[]
b2358,+,-1,[],[],[]
b2360,+,-1,[],[2472356],[2472116]
b2361,+,-1,[],[],[2473134]
b2362,+,-1,[],[],[2473672]
b2363,+,-1,[],[],"[2474167, 2474190, 2474237]"
b4545,+,-1,[],[2474208],"[2474167, 2474190, 2474237]"
b2365,+,-1,[],"[2476644, 2476657, 2476719]",[2477124]
b2366,+,-1,[],"[2477233, 2477317, 2478188]","[2477124, 2477495, 2478644]"
b2367,+,-1,[],[],[]
b2368,+,-1,[],[],[]
b2370,+,-1,[],"[2482518, 2483500, 2484263, 2484765, 2485351, 2485414]","[2483875, 2484189, 2484417, 2484904, 2485428, 2486029]"
b2371,+,-1,[],[],[]
b2372,+,-1,[],[],[]
b2373,+,-1,[],[],[]
b2374,+,-1,[],[],[]
b2379,+,-1,[],[],[]
b2381,+,-1,[],"[2498414, 2498645, 2499054]","[2498931, 2498933, 2499010, 2499145]"
b2383,+,-1,[],[],[]
b2385,+,-1,[],[],[]
b2386,+,-1,[],[],[]
b2387,+,-1,[],[],[]
b2388,+,-1,[],[],[]
b2392,+,-1,[],[],[]
b2395,+,-1,[],[],[]
b2399,+,-1,[],[2517141],"[2517119, 2517239]"
b2400,+,-1,[],[],[]
b2406,+,-1,[],[],[]
b2408,+,-1,[],"[2523196, 2523641, 2523896]","[2523394, 2523660]"
b2409,+,-1,[],[],[]
b4546,+,-1,[],[],[]
b2411,+,-1,[],[],[]
b2418,+,-1,[],[],[]
b2421,+,-1,[],[],[]
b2423,+,-1,[],[],[]
b2426,+,-1,[],[],[]
b2429,+,-1,[],[2545388],"[2545147, 2545510]"
b2430,+,-1,[],"[2546132, 2546146, 2546193, 2547357]",[2546735]
b2431,+,-1,[],[],[]
b2432,+,-1,[],[],[]
b2437,+,-1,[],[],[]
b2439,+,-1,[],[],[]
b2440,+,-1,[],[],[]
b2441,+,-1,[],[],[]
b2443,+,-1,[],"[2558318, 2558868]","[2558394, 2558590]"
b2445,+,-1,[],[],[2559757]
b2447,+,-1,[],[],"[2560868, 2560948]"
b2449,+,-1,[],"[2562028, 2562223]",[]
b2451,+,-1,[],[],[]
b2455,+,-1,[],[],[]
b2456,+,-1,[],[],[]
b2457,+,-1,[],[],[]
b2458,+,-1,[],[],[]
b2459,+,-1,[],[],[]
b2460,+,-1,[],[],[]
b2461,+,-1,[],[],[]
b2462,+,-1,[],[],[]
b2463,+,-1,[],[],[]
b2465,+,-1,[],"[2579425, 2579623]","[2577625, 2578264]"
b2467,+,-1,[],[],[]
b2468,+,-1,[],[],[]
b2470,+,-1,[],[2587110],"[2585543, 2587390, 2588510]"
b4606,+,-1,[],[],[]
b2473,+,-1,[],[],[]
b2474,+,-1,[],[],[]
b2476,+,-1,[],[],[]
b2478,+,-1,[],[],[]
b2481,+,-1,[],[],"[2599147, 2599403]"
b2482,+,-1,[],"[2599902, 2600382, 2601201]","[2600724, 2601053]"
b2483,+,-1,[],[2602045],[]
b2484,+,-1,[],[],[2603342]
b2485,+,-1,[],[],[2604699]
b2486,+,-1,[],"[2604951, 2605552]",[2605746]
b2487,+,-1,[],"[2606666, 2606672]","[2606733, 2608143, 2608199]"
b2488,+,-1,[],[],"[2608143, 2608199, 2608451]"
b2489,+,-1,[],[2608937],[2609430]
b2490,+,-1,[],[2609827],[2609430]
b2493,+,-1,[],[],[]
b2495,+,-1,[],[2615877],[2615609]
b2496,+,-1,[],[],[]
b2497,+,-1,[],[],[]
b2498,+,-1,[],[],[]
b2503,+,-1,[],[],[]
b2505,+,-1,[],[],"[2627963, 2628239]"
b2507,+,-1,[],[],[]
b2508,+,-1,[],[],[]
b2510,+,-1,[],[],[]
b2511,+,-1,[],[],[]
b2512,+,-1,[],[],[]
b2515,+,-1,[],[],[]
b2516,+,-1,[],[],[]
b2517,+,-1,[],[],[]
b2518,+,-1,[],[],[]
b2519,+,-1,[],[],[]
b2520,+,-1,[],[],[]
b2523,+,-1,[],[],[]
b2525,+,-1,[],[],[]
b2526,+,-1,[],[],[]
b2529,+,-1,[],[],[]
b2530,+,-1,[],[],[]
b2531,+,-1,[],[],[]
b2532,+,-1,[],[],[]
b2536,+,-1,[],[],[]
b2537,+,-1,[],[],[]
b4706,+,-1,[],[],[]
b2538,+,-1,[],[2667517],"[2666989, 2666993]"
b2539,+,-1,[],"[2668443, 2668773]","[2668757, 2668909]"
b2541,+,-1,[],[],[2669922]
b2542,+,-1,[],[],"[2670678, 2671040]"
b2543,+,-1,[],"[2671385, 2671725]",[]
b2544,+,-1,[],[],[]
b2545,+,-1,[],[],[]
b2546,+,-1,[],[],[]
b2547,+,-1,[],[],[]
b2548,+,-1,[],[],[]
b2549,+,-1,[],[],[]
b2550,+,-1,[],"[2681495, 2681498, 2681932]",[2681859]
b2552,+,-1,[],"[2684067, 2684485, 2684907]","[2684219, 2684955]"
b2555,+,-1,[],[],[]
b2556,+,-1,[],[],[]
b4441,+,-1,[],[],[]
b2557,+,-1,[],[],[]
b2559,+,-1,[],[],[]
b2560,+,-1,[],[],[]
b2562,+,-1,[],[2697921],[2697966]
b4687,+,-1,[],[],[]
b2563,+,-1,[],[],[]
b2564,+,-1,[],[],[]
b2565,+,-1,[],[],[]
b2567,+,-1,[],[],[]
b2568,+,-1,[],[],[]
b2569,+,-1,[],[],[]
b2570,+,-1,[],[],[]
b2571,+,-1,[],[],[]
b2572,+,-1,[],[],[]
b2573,+,-1,[],[],[]
b2577,+,-1,[],[],[]
b2578,+,-1,[],"[2713700, 2713810, 2713823, 2713874]",[2713408]
b2581,+,-1,[],[],[]
b2586,+,-1,[],"[2722169, 2722293]",[2722390]
b2587,+,-1,[],[],[]
b2588,+,-1,[],[],[]
b2589,+,-1,[],[],[]
b2590,+,-1,[],[],[]
b2591,+,-1,[],[],[]
b2594,+,-1,[],[],[]
b2599,+,-1,[],"[2736273, 2736879]","[2736445, 2736563]"
b2600,+,-1,[],[],[]
b2601,+,-1,[],[],[]
b2605,+,-1,[],"[2741657, 2741659]",[2741599]
b2606,+,-1,[],[],[]
b2607,+,-1,[],[],[]
b2610,+,-1,[],[],[]
b2614,+,-1,[],[],[]
b2619,+,-1,[],[],[]
b2623,+,-1,[],[],[]
b2624,+,-1,[],[],[2756679]
b2625,+,-1,[],[2757916],[]
b2626,+,-1,[],"[2758918, 2759160]",[2758860]
b2627,+,-1,[],[],[]
b2628,+,-1,[],[],[]
b2629,+,-1,[],[],[]
b2633,+,-1,[],[],"[2766783, 2766924, 2766980]"
b2634,+,-1,[],[2767727],"[2768359, 2768475]"
b2635,+,-1,[],[],[2768475]
b2636,+,-1,[],[],[2769059]
b2638,+,-1,[],[],[]
b2641,+,-1,[],[],[]
b2643,+,-1,[],[],"[2774080, 2774381]"
b2644,+,-1,[],[],"[2774381, 2774584, 2774769]"
b2645,+,-1,[],[],[2775290]
b2647,+,-1,[],[],[]
b2652,+,-1,[],[],[]
b4462,+,-1,[],"[2784905, 2785882, 2786307]","[2784699, 2784957, 2785557, 2786169, 2786304, 2786711]"
b2660,+,-1,[],"[2788019, 2788932]",[]
b2662,+,-1,[],[],"[2791494, 2791533]"
b2663,+,-1,[],"[2793647, 2793673]","[2792195, 2793632]"
b2665,+,-1,[],[],[]
b2668,+,-1,[],[],[2795760]
b2672,+,-1,[],[2798443],"[2798114, 2798484]"
b2675,+,-1,[],[2799936],"[2799683, 2800388, 2800576, 2800959, 2801391]"
b2676,+,-1,[],[2801584],[2802119]
b2678,+,-1,[],[2804899],[2804172]
b2683,+,-1,[],[2808666],[2808685]
b2685,+,-1,[],[2809554],[2810093]
b2686,+,-1,[],[2811136],[]
b2687,+,-1,[],[],[]
b2688,+,-1,[],[],[]
b2697,+,-1,[],[],[]
b2698,+,-1,[],[],[]
b2699,+,-1,[],[],[]
b2703,+,-1,[],[],"[2824923, 2824926]"
b2705,+,-1,[],"[2825897, 2825918, 2826466, 2826476]",[]
b2708,+,-1,[],[2828183],[2827809]
b2710,+,-1,[],"[2830612, 2831018]",[2830792]
b2711,+,-1,[],[],[2832207]
b2712,+,-1,[],[],[]
b2713,+,-1,[],[],[]
b2714,+,-1,[],[],[]
b2715,+,-1,[],"[2837549, 2837675]",[2838235]
b2716,+,-1,[],"[2839751, 2840105]","[2839362, 2840276, 2840378]"
b2717,+,-1,[],[],[]
b2718,+,-1,[],[],[]
b2719,+,-1,[],[],[]
b2721,+,-1,[],[],[]
b2726,+,-1,[],[2848861],[]
b2729,+,-1,[],"[2850310, 2850697, 2850895]","[2850599, 2850763, 2850767, 2851244]"
b2730,+,-1,[],"[2851711, 2851833, 2852160]","[2851244, 2851659, 2851696, 2852281, 2852356]"
b2736,+,-1,[],[2860220],[2859933]
b2738,+,-1,[],[2861623],[2861603]
b2739,+,-1,[],[],"[2862749, 2863090, 2863130]"
b2740,+,-1,[],"[2863140, 2863173, 2863364, 2863366, 2863824, 2864165, 2864199]","[2863090, 2863130]"
b2741,+,-1,[],[],[]
b2742,+,-1,[],[],[]
b2744,+,-1,[],[],[]
b2745,+,-1,[],[],[]
b2746,+,-1,[],[],[]
b2749,+,-1,[],[],[]
b2750,+,-1,[],[],[]
b2751,+,-1,[],[],[]
b2752,+,-1,[],[],[]
b2755,+,-1,[],[],[]
b2756,+,-1,[],[],[]
b2757,+,-1,[],[],[]
b2758,+,-1,[],[],[]
b2761,+,-1,[],[],[]
b2764,+,-1,[],[],[]
b2768,+,-1,[],[2892401],[]
b2769,+,-1,[],[],[]
b2770,+,-1,[],[],[]
b2776,+,-1,[],[],"[2899919, 2900251, 2901464]"
b2778,+,-1,[],[2904516],[]
b2779,+,-1,[],[],[]
b2780,+,-1,[],[],[]
b2781,+,-1,[],[],[]
b2782,+,-1,[],[],[]
b2783,+,-1,[],[],[]
b2784,+,-1,[],[],[]
b2785,+,-1,[],[],[]
b2787,+,-1,[],[],[]
b2788,+,-1,[],[],[]
b2789,+,-1,[],[],[]
b2790,+,-1,[],[],[]
b2791,+,-1,[],[],[]
b2792,+,-1,[],[],[]
b2793,+,-1,[],[],[]
b2799,+,-1,[],[],[]
b2800,+,-1,[],[],[]
b2802,+,-1,[],"[2933638, 2933849]","[2933571, 2934328, 2934530, 2935213, 2935278]"
b2803,+,-1,[],"[2936685, 2936740]","[2935692, 2936277, 2936843, 2936883]"
b2808,+,-1,[],[],[]
b2809,+,-1,[],[],[]
b2813,+,-1,[],[],[]
b2817,+,-1,[],[],[]
b2819,+,-1,[],[],[]
b2820,+,-1,[],[],[]
b2821,+,-1,[],[],[]
b2822,+,-1,[],[],[]
b2825,+,-1,[],[],[]
b2827,+,-1,[],[],[]
b2828,+,-1,[],[],[]
b2829,+,-1,[],[],[]
b2830,+,-1,[],[],[]
b2835,+,-1,[],[],[]
b2836,+,-1,[],[],[]
b4444,+,-1,[],[],[]
b4445,+,-1,[],[],[]
b2838,+,-1,[],[],[]
b2841,+,-1,[],[],[]
b2842,+,-1,[],[],[]
b2843,+,-1,[],[],[]
b4683,+,-1,[],[],[]
b2849,+,-1,[],[],[]
b2850,+,-1,[],[],[2989165]
b2851,+,-1,[],"[2989752, 2989770]",[]
b2852,+,-1,[],"[2990152, 2990386, 2991224]","[2990785, 2991390]"
b2854,+,-1,[],[],[2992476]
b2856,+,-1,[],[],[]
b2858,+,-1,[],[],[]
b2860,+,-1,[],[],[]
b2861,+,-1,[],[],[]
b2863,+,-1,[],[],[]
b2865,+,-1,[],[],[]
b2867,+,-1,[],[3000652],[3000618]
b2868,+,-1,[],[],[3001945]
b2869,+,-1,[],[],[]
b2871,+,-1,[],[],"[3005786, 3005797, 3006103, 3006729, 3006773, 3006787]"
b2872,+,-1,[],"[3007175, 3007766]","[3006729, 3006773, 3006787]"
b2874,+,-1,[],"[3009931, 3010308]",[]
b2875,+,-1,[],[],[]
b2876,+,-1,[],[],[]
b2879,+,-1,[],[],"[3017084, 3017486]"
b2880,+,-1,[],[],"[3018657, 3018683, 3019006]"
b2881,+,-1,[],"[3019557, 3020544, 3020593, 3021590]","[3019749, 3020765, 3021826]"
b2886,+,-1,[],[],[]
b2887,+,-1,[],[],[]
b4684,+,-1,[],[3030871],[]
b2890,+,-1,[],[],[]
b2891,+,-1,[],[],[]
b2892,+,-1,[],[],[]
b2893,+,-1,[],[],[]
b2894,+,-1,[],[],[]
b2895,+,-1,[],[3038125],"[3037827, 3037873, 3038110]"
b2897,+,-1,[],[],[]
b2900,+,-1,[],[],[]
b2902,+,-1,[],[],[]
b2904,+,-1,[],[],[]
b2905,+,-1,[],[],[]
b2908,+,-1,[],[],[]
b2909,+,-1,[],[],[]
b2912,+,-1,[],[],[3054187]
b4446,+,-1,[],[3054873],"[3054919, 3055031]"
b4665,+,-1,[],[],[]
b2913,+,-1,[],[],[]
b2916,+,-1,[],[3058501],"[3057706, 3058680]"
b2918,+,-1,[],[],"[3061140, 3061653, 3061655]"
b2919,+,-1,[],"[3062045, 3062177]",[]
b2920,+,-1,[],"[3064169, 3064175, 3064281]",[]
b2921,+,-1,[],[],[]
b2922,+,-1,[],[],[]
b2923,+,-1,[],[],[]
b2924,+,-1,[],[],[]
b2925,+,-1,[],[],[]
b2926,+,-1,[],[],[]
b2927,+,-1,[],[],[]
b2928,+,-1,[],[],[]
b2929,+,-1,[],[],[]
b2930,+,-1,[],[],[]
b2934,+,-1,[],[],[]
b2935,+,-1,[],[],[]
b2937,+,-1,[],[],[]
b2938,+,-1,[],[],[]
b2939,+,-1,[],[],[]
b2949,+,-1,[],[3091918],[3091611]
b2950,+,-1,[],[],[]
b2953,+,-1,[],"[3094462, 3094653]",[]
b2956,+,-1,[],[],[]
b2957,+,-1,[],[],[]
b2958,+,-1,[],[],[]
b2959,+,-1,[],[],[]
b2960,+,-1,[],[],[]
b2965,+,-1,[],[],[]
b2968,+,-1,[],[],[]
b2969,+,-1,[],[],[]
b2971,+,-1,[],[],[]
b2972,+,-1,[],[],[]
b4466,+,-1,[],[],[]
b2975,+,-1,[],[],[]
b2976,+,-1,[],[],[]
b2977,+,-1,[],[],[]
b4467,+,-1,[],[],[]
b4468,+,-1,[],[],[]
b2979,+,-1,[],[],[]
b2981,+,-1,[],[],[]
b2985,+,-1,[],[],[]
b2986,+,-1,[],[],[3132518]
b2988,+,-1,[],[],[]
b2989,+,-1,[],[3137298],[]
b2992,+,-1,[],[],[]
b2994,+,-1,[],[],[]
b2995,+,-1,[],[],[]
b2996,+,-1,[],[],[]
b2997,+,-1,[],[],[]
b2998,+,-1,[],[],[]
b4658,+,-1,[],[],[]
b3001,+,-1,[],"[3146031, 3146678]",[3146311]
b3005,+,-1,[],[],[]
b3006,+,-1,[],[],[]
b3010,+,-1,[],[],[]
b3014,+,-1,[],[],"[3156597, 3156895]"
b4469,+,-1,[],[],[]
b3017,+,-1,[],[],[]
b3018,+,-1,[],[],[]
b3019,+,-1,[],[],[]
b3020,+,-1,[],[],[]
b3022,+,-1,[],[],[]
b3023,+,-1,[],[],[]
b3024,+,-1,[],[],[]
b3025,+,-1,[],[],"[3168131, 3168485]"
b3026,+,-1,[],"[3168562, 3168803, 3168812]","[3168485, 3168814, 3169467]"
b3028,+,-1,[],[3171102],[]
b3030,+,-1,[],[],[]
b3031,+,-1,[],[],[]
b3033,+,-1,[],[],[]
b3034,+,-1,[],[],[]
b3038,+,-1,[],"[3178466, 3178808]","[3178848, 3178883, 3179061, 3179222]"
b3039,+,-1,[],[],[]
b3041,+,-1,[],[],[]
b3042,+,-1,[],[3183102],[3183209]
b3043,+,-1,[],[],[3184024]
b3046,+,-1,[],"[3185460, 3185462, 3185933, 3186207, 3186357, 3186431, 3186658]","[3184024, 3185913, 3187767, 3187854]"
b3047,+,-1,[],[3187938],"[3187854, 3187995, 3188460]"
b3048,+,-1,[],"[3188954, 3188969, 3189369]","[3188898, 3189141, 3189442]"
b3049,+,-1,[],[],[]
b3050,+,-1,[],[3190629],[3190361]
b4447,+,-1,[],[],[]
b4611,+,-1,[],[],[]
b3052,+,-1,[],[],[]
b3053,+,-1,[],[],[]
b3054,+,-1,[],[],[]
b3057,+,-1,[],[],[]
b3058,+,-1,[],[],[]
b3060,+,-1,[],[],[]
b3061,+,-1,[],[3204601],[3204921]
b3062,+,-1,[],[],[3206093]
b3063,+,-1,[],"[3206111, 3207231, 3207461]","[3206093, 3206419]"
b3064,+,-1,[],[],[]
b3066,+,-1,[],"[3209930, 3210496, 3210608, 3210710]","[3209176, 3209290, 3209366, 3209956]"
b3067,+,-1,[],[],"[3211746, 3212237]"
b3068,+,-1,[],[],[]
b3072,+,-1,[],[],[]
b3078,+,-1,[],[],"[3224312, 3224609, 3225340]"
b3079,+,-1,[],[],[3226922]
b3080,+,-1,[],[3229246],"[3226922, 3228174, 3228797]"
b3083,+,-1,[],[],[]
b3084,+,-1,[],[],[]
b3087,+,-1,[],"[3235345, 3235602, 3236113, 3236167]",[3236304]
b3091,+,-1,[],[],[]
b3096,+,-1,[],[],"[3246653, 3246864]"
b3098,+,-1,[],[3247520],[]
b3100,+,-1,[],[3248243],[]
b3101,+,-1,[],[3248600],[3248831]
b3105,+,-1,[],[],[]
b3110,+,-1,[],[],[]
b3114,+,-1,[],[],[]
b3115,+,-1,[],[],[]
b3116,+,-1,[],[],[]
b3117,+,-1,[],[],[]
b3118,+,-1,[],[],[]
b3119,+,-1,[],"[3265437, 3265531]",[3265534]
b3121,+,-1,[],[],[3266745]
b3124,+,-1,[],[],[]
b3125,+,-1,[],[],[]
b3127,+,-1,[],[],[]
b3130,+,-1,[],"[3275367, 3275665]","[3275413, 3275522]"
b3131,+,-1,[],[],[]
b3132,+,-1,[],[],"[3277265, 3278151]"
b3133,+,-1,[],[],"[3278151, 3278547]"
b3134,+,-1,[],[],[3278863]
b3135,+,-1,[],[3279467],[]
b3137,+,-1,[],[],[3281376]
b3138,+,-1,[],[],[3282135]
b3139,+,-1,[],[3282888],[]
b3140,+,-1,[],[],"[3284073, 3284361]"
b3141,+,-1,[],[],"[3284361, 3285015]"
b3142,+,-1,[],[3285595],[3285876]
b3143,+,-1,[],[3286227],"[3286207, 3286805]"
b3144,+,-1,[],"[3287486, 3287684, 3288511, 3289070, 3289214]","[3286805, 3286970, 3287142, 3287215, 3287314, 3287439, 3287720, 3287928, 3287969, 3288263, 3288890, 3289196, 3289220]"
b3146,+,-1,[],[],[]
b3148,+,-1,[],"[3293721, 3293731, 3293738]",[3293799]
b3150,+,-1,[],[3294586],"[3294432, 3294562]"
b3151,+,-1,[],[],[]
b3152,+,-1,[],[],[]
b3154,+,-1,[],[],[]
b3156,+,-1,[],[],[]
b3157,+,-1,[],[],[]
b3159,+,-1,[],"[3300619, 3300915]",[3301438]
b3161,+,-1,[],[],[]
b3162,+,-1,[],[],[]
b4685,+,-1,[],[],[]
b3163,+,-1,[],[],[]
b3164,+,-1,[],[],[]
b3165,+,-1,[],[],[]
b3166,+,-1,[],[],[]
b3167,+,-1,[],[],[]
b3168,+,-1,[],[],[]
b3169,+,-1,[],[],[]
b3170,+,-1,[],[],[]
b3171,+,-1,[],[],[]
b3173,+,-1,[],[],[]
b3176,+,-1,[],[],[]
b3177,+,-1,[],[],[]
b3178,+,-1,[],[],[]
b3179,+,-1,[],[],[]
b3181,+,-1,[],[],[]
b3183,+,-1,[],[],[]
b3184,+,-1,[],[],[]
b3186,+,-1,[],[],[]
b3191,+,-1,[],[],[]
b3192,+,-1,[],[],[]
b3193,+,-1,[],[],[]
b3197,+,-1,[],"[3339441, 3339740, 3339921, 3340032, 3340249]","[3339904, 3340239, 3340261]"
b3201,+,-1,[],[],"[3342112, 3342628]"
b3204,+,-1,[],[3344626],[3344589]
b3205,+,-1,[],"[3345154, 3345832, 3345915]",[3345304]
b3208,+,-1,[],[],[]
b3209,+,-1,[],[],[]
b3210,+,-1,[],[],[]
b3211,+,-1,[],[],[]
b3213,+,-1,[],"[3357895, 3358626]","[3358398, 3358734]"
b3215,+,-1,[],[3360260],[]
b3219,+,-1,[],"[3364972, 3365167, 3365663]","[3365157, 3365259, 3365264, 3365337, 3365555, 3365640]"
b3226,+,-1,[],[],[]
b3230,+,-1,[],[],[]
b3231,+,-1,[],[],[]
b3232,+,-1,[],[],[]
b3236,+,-1,[],[],[]
b3239,+,-1,[],[],[]
b3240,+,-1,[],[],[]
b3241,+,-1,[],[],[]
b3242,+,-1,[],[],[]
b3244,+,-1,[],[],[]
b4472,+,-1,[],[],[]
b3247,+,-1,[],[],[]
b3248,+,-1,[],[],[]
b3250,+,-1,[],[],[]
b3252,+,-1,[],[],[]
b4697,+,-1,[],[],"[3402474, 3402488, 3402582, 3402585]"
b4646,+,-1,[],"[3402685, 3402719, 3402769, 3402868]","[3402582, 3402585, 3403054]"
b3258,+,-1,[],"[3406337, 3406664, 3406676]","[3405637, 3406669]"
b3259,+,-1,[],"[3407358, 3407403, 3407874]",[3407181]
b3261,+,-1,[],[3409583],[]
b3265,+,-1,[],[],"[3412004, 3412186, 3412542]"
b3266,+,-1,[],"[3413058, 3413643, 3413807, 3413893, 3414110, 3415245, 3415422, 3415890, 3416009]","[3413632, 3413636, 3413747, 3414190, 3415043]"
b3270,+,-1,[],[3420072],"[3419916, 3420510]"
b3271,+,-1,[],"[3420560, 3421151]","[3420510, 3421214, 3421289]"
b3275,+,-1,[],[],[]
b3278,+,-1,[],[],[]
b3280,+,-1,[],[],[]
b3282,+,-1,[],[],[]
b3283,+,-1,[],[],[]
b3284,+,-1,[],[],[]
b4473,+,-1,[],[],[]
b3287,+,-1,[],"[3431820, 3432045]","[3431626, 3431655, 3431719, 3431872]"
b3290,+,-1,[],"[3434877, 3435274]",[]
b3292,+,-1,[],[],[]
b3293,+,-1,[],[],[]
b3294,+,-1,[],[],[]
b3295,+,-1,[],[],[]
b3296,+,-1,[],[],[]
b3297,+,-1,[],[],[]
b3298,+,-1,[],[],[]
b3299,+,-1,[],[],[]
b3300,+,-1,[],[],[]
